func_id,npc,speaker,caller_guess,offset_key,segment,total_segments,has_var,text
0x0903,,Iolo,,0x0,0,,,,
0x0903,,Iolo,,0x7,0,,False,All is not right in Britannia. Perhaps Lord British will know the reason behind these disturbing developments.
0x040B,,,,0x17_0x58,0,,,"The peasant looks at you as if he has seen a ghost! ""Iolo! This person did appear from thin air! Help me!"""
0x040C,,,,0x9a4_0xa0c,0,,,"Trinsic was once the city of Honor. I suppose it still is. Our Rune of Honor was taken many years ago by one who claimed they were the Avatar. I believe it now resides in the Royal Museum in Britain, yet the empty pedestal still remains in the center of town. I feel this is symbolic of the town itself. It is rather empty -- of people, of life, and of honor. 'Tis sad, really."
0x0413,,,,0xd1_0xf4,0,,,"""My name is Apollonia,"" she says, as her tongue licks her upper lip."
0x0842,,,,0x164_0x167,0,,,"Is that price all right?"
0x0860,,,,0xd7_0xf2,0,,,"Who dost thou wish to be serviced?"
0x0860,,,,0x2b9_0x2c7,0,,,"My price is [sigh] gold. Is this satisfactory?"
0x0872,,,,0xbc_0xbf,0,,,"Is that acceptable?"
0x0874,,,,0x86_0x89,0,,,"Is that acceptable?"
0x0886,,,,0x500_0x46d_0x46f,0,,,SKIP
0x08BD,,,,0xb8_0xe5,0,,,You gather your gold and count it. You have [sigh] altogether.
0x08BD,,,,0x19e_0x1a7,0,,,You pay [sigh] gold and the training session begins.
0x08BD,,,,0x269_0x2c6_0x2d2,1,,,"Markus wields his sword and faces them. He gives them a few pointers in stance and balance, then demonstrates some sample thrusts."
0x08BD,,,,0x320_0x32e_0x3ad,0,,,"Before long, they and the trainer are trading blows with weapons. He is obviously very good at what he does, and the experience is valuable to them. When the session is over, it is felt that there has been a gain in combat ability."
0x009A,,Erethian,,0x237b,0,,,
0x009A,,Erethian,,0x245b,0,,,
0x009A,,Erethian,,0x251f,0,,,
0x009A,,Erethian,,0x2624,0,,,
0x009A,,Erethian,,0x270e,0,,,
0x009A,,Erethian,,0x27aa,0,,,
0x009A,,Erethian,,0x282b,0,,,
0x009A,,Erethian,,0x287f,0,,,
0x009A,,Erethian,,0x28f3,0,,,
0x009A,,Erethian,,0x297e,0,,,
0x009A,,Erethian,,0x29f2,0,,,
0x009A,,Erethian,,0x2a80,0,,,
0x009A,,Erethian,,0x2b3a,0,,,
0x009A,,Erethian,,0x2be9,0,,,
0x009A,,Erethian,,0x2c58,0,,,
0x009A,,Erethian,,0x2cd0,0,,,
0x009A,,Erethian,,0x2d4b,0,,,
0x009A,,Erethian,,0x2d91,0,,,
0x009A,,Erethian,,0x2e0a,0,,,
0x009A,,Erethian,,0x2ec9,0,,,
0x009A,,Erethian,,0x2f4b,0,,,
0x009A,,Erethian,,0x2fc2,0,,,
0x009A,,Erethian,,0x305e,0,,,
0x009A,,Erethian,,0x3137,0,,,
0x009A,,Erethian,,0x31a9,0,,,
0x009A,,Erethian,,0x3228,0,,,
0x009A,,Erethian,,0x333c,0,,,
0x009A,,Erethian,,0x33cf,0,,,
0x009A,,Erethian,,0x34d7,0,,,
0x009A,,Erethian,,0x35a8,0,,,
0x009A,,Erethian,,0x36a5,0,,,
0x009A,,Erethian,,0x37b4,0,,,
0x009A,,Erethian,,0x397b,0,,,
0x009A,,Erethian,,0x3ad1,0,,,
0x009A,,Erethian,,0x3c0b,0,,,
0x009A,,Erethian,,0x3cdd_0x3d4d,0,,,
0x009A,,Erethian,,0x3df8,0,,,
0x018A,,Palace Guard,,0xd,0,,,
0x018A,,Guard,,0x5b,0,,,
0x018A,,Palace Guard,,0x74,0,,,
0x018A,,Guard,,0xf3,0,,,
0x01DF,,Emp,,,,,,
0x01F8,,Dracothraxus,,,,,,
0x0326,,Guard,,0x16,0,,,
0x0326,,Guard,,0x5d,0,,,
0x0326,,Guard,,0x82,0,,,
0x0326,,Guard,,0x108,0,,,
0x0326,,Guard,,0x160,0,,,
0x0326,,Guard,,0x180,0,,,
0x0326,,Guard,,0x1db,0,,,
0x03B2,,Guard,,,,,,
0x0608,,Hook,,0x1a1,0,,,
0x0608,,Hook,,0x1b5_0x1d0_0x1e4,0,,,
0x0608,,Forskis,,0x206,0,,,
0x0608,,Abraham,,0x22b_0x259,0,,,
0x0608,,Elizabeth,,0x25d,0,,,
0x0614,,Guardian,,,,,,
0x0625,,Guard,,,,,,
0x06F6,,Arcadion,,0x0,0,,,
0x06F6,,Arcadion,,0x10c,0,,,
0x06F6,,Arcadion,,0x17b,0,,,
0x06F6,,Arcadion,,0x1d5,0,,,
0x06F6,,Arcadion,,0x28e,0,,,
0x06F6,,Arcadion,,0x32c,0,,,
0x06F6,,Arcadion,,0x3f0,0,,,
0x06F6,,Arcadion,,0x48e,0,,,
0x06F6,,Arcadion,,0x572,0,,,
0x06F6,,Arcadion,,0x6f5,0,,,
0x06F6,,Arcadion,,0x75a,0,,,
0x06F6,,Arcadion,,0x7d5,0,,,
0x06F6,,Arcadion,,0x858,0,,,
0x06F6,,Arcadion,,0x8d7,0,,,
0x06F6,,Arcadion,,0x94a,0,,,
0x06F6,,Arcadion,,0x9bc,0,,,
0x06F6,,Arcadion,,0xafe,0,,,
0x06F6,,Arcadion,,0xb7f,0,,,
0x06F6,,Arcadion,,0xc56,0,,,
0x06F6,,Arcadion,,0xce6,0,,,
0x06F6,,Arcadion,,0xd44,0,,,
0x06F6,,Arcadion,,0xe9e,0,,,
0x06F6,,Arcadion,,0x101a,0,,,
0x06F6,,Arcadion,,0x108c,0,,,
0x06F6,,Arcadion,,0x11c5,0,,,
0x06F6,,Arcadion,,0x127b,0,,,
0x06F6,,Arcadion,,0x1316,0,,,
0x06F6,,Arcadion,,0x13ae,0,,,
0x06F6,,Arcadion,,0x1436,0,,,
0x06F6,,Arcadion,,0x14d2,0,,,
0x06F6,,Arcadion,,0x1544,0,,,
0x06F6,,Arcadion,,0x2f59,0,,,
0x06F6,,Arcadion,,0x3aa6,0,,,
0x0710,,Arcadion,,0xb2,0,,,
0x0845,,Arcadion,,,,,,
0x087C,,Emp,,,,,,
0x0891,,Arcadion,,,,,,
0x08D5,,Arcadion,,,,,,
0x040A,,,,0xbf_0xd5,0,,,"""Greetings, traveller."""
0x040A,,,,0x109_0x132,0,,,"""I am Tseramed the woodsman. [trails off]Thou art a..."""
0x040A,,,,0x270_0x2a5,0,,,"""I do not trust The Fellowship, and most especially Elizabram."""
0x040A,,,,0x2fb_0x32a,0,,,"""Yes. Perhaps I am addressing the illustrious Elizabram?"""
0x040A,,,,0x3e9_0x441,0,,,A woman so intelligent could not help but rise in their ranks. Her direct superior was Elizabram.
0x040A,,,,0x443_0x48a,0,,,"One black evening she fell gravely ill. According to friends of mine, Elizabram forbade her to visit the local healer. By the time I learned of this, she had already passed away."
0x040A,,,,0x4ee_0x54e,0,,,"She rests now forever in the Yew graveyard, may her sleep be peaceful. I searched the land for Elizabram, but never found my quarry. In fact, it seems that every time I near my prey, they have already vanished! My search shall never be truly over."""
0x040A,,,,0x613_0x61c,0,,,"""Knave, thou dost tarnish the title of Avatar! I have not forgotten thy wrong doing, nor the evil crime that followed it."
0x040A,,,,0x6b1_0x6c7,0,,,"""I travel with thee, Avatar, to aid thee with my wood craft."""
0x040A,,,,0x88f_0x8d9,0,,,"""The forest is a wild place, but tamed somewhat in recent years. Within, Avatar, thou mayest still find creatures spoken of only in legend."""
0x040A,,,,0x152a_0x1582,0,,,"""Cunning is the fox, and shy of humans. We shall never belong to the forest as they do. See how lustrous is the coat of that fox."""
0x040A,,,,0x1827_0x187c_0x1883,0,,,"""Use them with care, for even a scratch may put one to sleep!"" he says, handing you [cough] arrows."
0x040A,,,,0x1f6b_0x1fa3,0,,,"""Noble hero, it is an honor to make thine aquaintance. Thou art more fair by far than any likeness in stone could portray."""
0x041C,,,,0x83_0xab,0,,,"Jesse clears his throat. ""Hello again!"""
0x0430,,,,0x1c3_0x264,0,,,"""Mine half-sister is Eiko. She, like myself, is a warrior trained by Karenna in the ways of combat. We studied long and hard together to master the skills that are required to achieve our vengeance."""
0x043B,,,,0x711_0x728,0,,,"""I see that thou hast [cough] gems."""
0x044D,,,,0x75d_0x788,0,,,"""I do hope thou canst help her. She needs someone like thee to bring her out of her depression."""
0x0457,,,,0x96f_0x97b,0,,,"""Thou hast [cough] in thy party. I am afraid thou does not have enough Caddellite for me to make that many helmets."""
0x0457,,,,0xa16_0xa22,0,,,"""Thou hast [cough] Caddellite chunks. That is how many helmets I can make for thee."""
0x046C,,,,0x7d1_0xa04_0xabb,3,,,"""Her grave looks so bare sometimes."" She looks off into the horizon and sighs. """
0x046C,,,,0xca3_0xcbc,0,,,She quickly examines you.
0x0470,,,,0x450_0x452,0,,,"""<PLAYER_NAME>, eh. Very well, a deal's a deal. I'm D'Rel."""
0x0471,,,,0x3d5_0x411,0,,,"""Yep, that's what I told you to call me. Oh, I get it! You want something from me, don't you?"
0x0476,,,,0x1f6_0x26c,0,,,"""He is the owner and bartender. Every night at 9, he goes to the Fellowship meetings, so I serve refreshment for him at the Friendly Knave."""
0x048C,,,,0x646_0x652,0,,,"The lovely woman strolls over and pats Markham's rather large belly. ""Yes, he's Markham of the Keg, all right."" She smiles sweetly down at the older man.*"
0x048C,,,,0xa82_0xa92,0,,,"""Oh, I suppose [pause] he was tryin' ta help us when he called the proverbial fires o' Hell down on us. It just rankles me to have died in my prime."" His roguish smile once again lightens his ghostly visage."
0x0491,,,,0xcd1_0xd3a,0,,,"""Why, 'tis called the Keg O' Spirits. That's a fine name for a tavern, dost thou not agree?"" She smiles coyly."
0x0492,,,,0xdbb_0xddb_0xe0d,0,,,"""[pause] Now, now, Quen. Settle down."" He moves closer to you and whispers, ""Fergive him, <HONORIFIC>."
0x0492,,,,0x139e,0,,,"nods his head emphatically, ""'At's right, I seen it, I did."""
0x0492,,,,0x143a_0x1484,0,,,"""It be gettin' so's a ghost cannot make an honest livin' no more. Hmph."""
0x0492,,,,0x1c07_0x1c2f,0,,,He turns back to his conversation with them. END
0x0493,,,,0x915_0x949,0,,,"""Ah yes, good Avatar. 'Tis good to see thee again."
